,Gene,AccNum,seqlogo_logL_L24_t1,seqlogo_logL_S15_t0,seqlogo_logL_S15_t1,TIS,MFE_fpUTR_normed,MFE_fpUTRandORF_normed
6779,UBC,NM_021009,-25.93404477228204,-24.20510857784253,-23.924554073195605,116.0,-0.43711790393013106,-0.4107706093189965
6780,PDLIM5,NM_001256426,-25.935044272615123,-24.20607549983113,-23.92772911332477,89.0,-0.43270718232044203,-0.4043772241992882
6781,CDCA7L,NM_001127370,-25.93722847442996,-24.206515111356996,-23.929246755992175,64.0,-0.4051449275362319,-0.3846542553191489
6782,RPUSD3,NM_001351738,-25.938429675775595,-24.20712346798058,-23.929289137897,79.0,-0.33,-0.4924137931034483
6783,NUDCD2,NM_001329991,-25.938910560612946,-24.207191900916804,-23.930003503920922,75.0,-0.3656824264049955,-0.3608927108927109
6784,C6orf203,NM_001142470,-25.942343575096732,-24.207233119781108,-23.930413655303674,59.0,-0.4429036827195467,-0.4333374689826303
6785,CHD9,NM_001352127,-25.943552893292537,-24.209401092694378,-23.930734626953765,105.0,-0.4587157894736842,-0.4287478260869565
6786,PIGC,NM_002642,-25.948480011629094,-24.211662405515966,-23.933449357731643,99.0,-0.32853293413173656,-0.32857142857142857
6787,OSTC,NM_001267818,-25.949548958818003,-24.21230004842354,-23.933565029973426,76.0,-0.4149295774647888,-0.3584210526315789
6788,JAML,NM_153206,-25.951333080611505,-24.213589203391102,-23.93651765013042,82.0,-0.28203619909502264,-0.29944649446494465
6789,CCT2,NM_001198842,-25.955246979932642,-24.214869052624756,-23.936829976509443,66.0,-0.4152575107296137,-0.39181978798586575
6790,ZFP62,NM_152283,-25.9578477616327,-24.215564946876913,-23.942084775469688,51.0,-0.3612970711297071,-0.3335693215339233
6791,AIMP2,NM_001326609,-25.959199214650173,-24.220503768787754,-23.942143502974282,111.0,-0.3643418013856813,-0.34782363977485925
6792,RBM15,NM_022768,-25.96296286229947,-24.221033728392293,-23.94298521144339,70.0,-0.21060240963855426,-0.3714207650273224
6793,NUP155,NM_004298,-25.96522786893032,-24.223011749742643,-23.94440341887888,78.0,-0.3647193347193347,-0.35623063683304645
6794,CEP290,NM_025114,-25.969351586114183,-24.22429549327241,-23.944996648416282,87.0,-0.4368895348837209,-0.3776126126126126
6795,CENPJ,NM_018451,-25.969351586114183,-24.230318553926214,-23.946428983100358,107.0,-0.3237948717948718,-0.3378983050847458
6796,TUT1,NM_022830,-25.973805936463567,-24.230663911487852,-23.947583950114,75.0,-0.15,-0.3252898550724638
6797,TMTC3,NM_181783,-25.97504960722882,-24.23151407346981,-23.951112653558177,98.0,-0.4119545454545454,-0.36278125
6798,SPIDR,NM_001352949,-25.976650888595795,-24.23348115582178,-23.954832632957157,63.0,-0.3208951406649616,-0.3093197278911565
6799,CREB3,NM_006368,-25.979732555133204,-24.234909803508202,-23.95542406400005,84.0,-0.48280353200883,-0.4699638336347197
6800,EPC1,NM_025209,-25.981564288250013,-24.235310316066364,-23.956756180683566,78.0,-0.4868646864686469,-0.5059801488833747
6801,CELF2,NM_001326334,-25.982590766019296,-24.236264844437734,-23.95774048305757,97.0,-0.2951969981238274,-0.29030015797788306
6802,METTL18,NM_033418,-25.984619058244967,-24.23673912172914,-23.959459415904842,99.0,-0.27931318681318684,-0.2713146551724138
6803,PTP4A1,NM_003463,-25.985099943082318,-24.239073725636768,-23.963743536026936,108.0,-0.3568083261058109,-0.3442617717478053
6804,PPM1B,NM_177968,-25.987700724782382,-24.24391428014156,-23.96395244755416,96.0,-0.4913168724279836,-0.4587713310580204
6805,FOCAD,NM_017794,-25.987700724782382,-24.246796269996715,-23.963978177535072,69.0,-0.29706043956043954,-0.2889655172413793
6806,MED29,NM_017592,-25.993398745897018,-24.247619051004772,-23.964860248844353,86.0,-0.17105263157894735,-0.31745222929936306
6807,HLCS,NM_001242784,-25.99500002726399,-24.248055114301373,-23.96501505735269,54.0,-0.3984530386740332,-0.3959302325581395
6808,AASDHPPT,NM_015423,-25.99500002726399,-24.24839455561452,-23.96856948191543,18.0,-0.5084246575342466,-0.4873170731707317
6809,ITGB1,NM_002211,-25.996068974452896,-24.248439655740448,-23.96955162572717,90.0,-0.5658823529411765,-0.4726168224299066
6810,RPA2,NM_001286076,-25.997853096246395,-24.24868736443629,-23.972597731375128,97.0,-0.3622572509457755,-0.35651735722284433
6811,C18orf21,NM_001201475,-26.00344908175052,-24.250452690483414,-23.97579544836007,82.0,-0.3556599552572707,-0.3246983546617916
6812,KNTC1,NM_014708,-26.005719230285052,-24.252895668806158,-23.978384031886502,83.0,-0.2877653631284916,-0.2671326164874552
6813,TEX2,NM_018469,-26.006882096234303,-24.25302681974735,-23.97978820934866,100.0,-0.5435911602209945,-0.4498576512455516
6814,ZNF337,NM_001290261,-26.007903432099894,-24.25709803387803,-23.980625129426087,108.0,-0.36509578544061305,-0.38754019292604497
6815,TMEM187,NM_003492,-26.00832001198512,-24.258078162122974,-23.98215304590575,86.0,-0.4636704119850187,-0.4678233438485805
6816,PIP5K1B,NM_003558,-26.00832001198512,-24.25845538891916,-23.98436606465,73.0,-0.39133671742808795,-0.3682633863965268
6817,ALG9,NM_001352422,-26.00832001198512,-24.258563994406085,-23.98460343975049,51.0,-0.31710027100271,-0.32451532725766363
6818,TET2,NM_001127208,-26.00849149445145,-24.258907822034477,-23.98467411345293,73.0,-0.40696098562628336,-0.3877342419080068
6819,NCEH1,NM_001146276,-26.008564182417288,-24.25919313779785,-23.98511481517345,50.0,-0.2902173913043478,-0.3783193277310925
6820,ZNF670,NM_033213,-26.013018532766672,-24.262553915643267,-23.986759665628306,74.0,-0.4903225806451613,-0.4358359621451104
6821,MCM3AP,NM_003906,-26.01528868130121,-24.262691493959945,-23.98800423381578,93.0,-0.2184259259259259,-0.22432692307692306
6822,TMEM50B,NM_006134,-26.015871601749076,-24.26352892510752,-23.989990055011877,92.0,-0.4787323943661972,-0.41380191693290735
6823,TOM1,NM_001135732,-26.021969702885052,-24.264696932960454,-23.99133480045573,79.0,-0.5108,-0.4518666666666667
6824,TMEM168,NM_001287497,-26.02238628277027,-24.267117138708898,-23.99318864102269,56.0,-0.3501242236024845,-0.33385934819897084
6825,SLC20A1,NM_005415,-26.022840271065174,-24.267990435053743,-23.994499656474535,122.0,-0.3430426716141002,-0.3435680751173709
6826,RFX3,NM_134428,-26.02852271930264,-24.268835386519303,-23.995809779829823,134.0,-0.18184848484848484,-0.21767441860465114
6827,RFESD,NM_001131065,-26.036490888951807,-24.26938989150317,-23.99665442157309,85.0,-0.326656649135988,-0.3203424178895877
6828,ATP8B3,NM_138813,-26.039335841084046,-24.274270441455396,-23.99742746519333,55.0,-0.27410041841004185,-0.3446312684365781
6829,GRAMD4,NM_015124,-26.04118940973337,-24.27520386136859,-23.997953997781085,108.0,-0.4060093896713615,-0.36300319488817895
6830,APEH,NM_001640,-26.043859638289245,-24.27618956869335,-23.99861181983107,76.0,-0.41675,-0.44708000000000003
6831,PTPRA,NM_002836,-26.04427107627077,-24.276452208222107,-24.000092980836534,78.0,-0.3150962962962963,-0.3233677419354839
6832,SMPD4,NM_017951,-26.04445905860099,-24.27656599328225,-24.002702497725835,79.0,-0.37711538461538463,-0.390546875
6833,WDPCP,NM_001354044,-26.05078575729197,-24.27668301635952,-24.00772338597268,79.0,-0.3485798122065728,-0.34678571428571425
6834,SNUPN,NM_005701,-26.05361192973192,-24.27738209248777,-24.00842765880452,81.0,-0.4402921348314607,-0.4418165137614679
6835,RDX,NM_002906,-26.05361192973192,-24.28038495992345,-24.0101297592412,82.0,-0.4997741935483871,-0.445
6836,FNDC3A,NM_001278438,-26.05361192973192,-24.28498044509399,-24.0111569158367,115.0,-0.3628735632183908,-0.3433258928571429
6837,MARK3,NM_001128918,-26.054509394454488,-24.28564307095872,-24.01225132933343,85.0,-0.5469819819819821,-0.512088772845953
6838,NUMA1,NM_001286561,-26.05636296310381,-24.285792308710953,-24.01249594345588,104.0,-0.4052873563218391,-0.41474766355140186
6839,DDIT3,NM_001195056,-26.056693596269326,-24.28897702477847,-24.012541148909254,51.0,-0.2573015873015873,-0.2750627615062761
6840,TRUB1,NM_139169,-26.058963744803872,-24.29080125619332,-24.01315439169115,109.0,-0.209344262295082,-0.3582608695652174
6841,GLCE,NM_001324094,-26.0618086969361,-24.29267317300269,-24.013472510898648,79.0,-0.2819468390804598,-0.2858243967828418
6842,FRA10AC1,NM_001347712,-26.06262021493897,-24.293070119450764,-24.015310769465,89.0,-0.3950877192982456,-0.35809619238476953
6843,FAXDC2,NM_032385,-26.063208277290524,-24.29660715488353,-24.01656842361134,94.0,-0.2919211822660098,-0.28996699669967
6844,FAM53C,NM_001135647,-26.064661765918512,-24.299040669034234,-24.01852791755038,113.0,-0.3492127659574468,-0.35564912280701755
6845,ZNF711,NM_001330574,-26.06489036347351,-24.302198344098066,-24.0200722902524,86.0,-0.3668811881188119,-0.3542917847025496
6846,GTF2E2,NM_002095,-26.06901408065737,-24.3026016053772,-24.023190982324127,87.0,-0.5548717948717948,-0.48691689008042893
6847,VRK2,NM_001288837,-26.07471210177201,-24.30420258699043,-24.025455759264712,66.0,-0.2764429530201342,-0.2815029585798817
6848,EEF1AKMT2,NM_001304467,-26.07471210177201,-24.30438092047091,-24.026617626255074,28.0,-0.4232658959537572,-0.3896636771300449
6849,NT5DC2,NM_022908,-26.075214217403865,-24.30476993456113,-24.027720376323785,84.0,-0.3938443396226416,-0.3745419847328244
6850,SAYSD1,NM_001304793,-26.07731288347207,-24.305886792827085,-24.028604772489327,107.0,-0.2678427205100957,-0.2711821019771072
6851,WDR61,NM_001303247,-26.079929238049296,-24.305891980417453,-24.034019599261452,103.0,-0.502,-0.44039024390243897
6852,CCNY,NM_001282853,-26.08201140425362,-24.306668418538326,-24.03527926898011,80.0,-0.4581481481481482,-0.4077029702970297
6853,RNF168,NM_152617,-26.08486447323603,-24.309758268415283,-24.04190060757984,120.0,-0.4182184873949579,-0.4134676258992806
6854,RNF166,NM_001171816,-26.08486447323603,-24.312304364880838,-24.043072638169278,75.0,-0.42655,-0.4255545454545455
6855,EEF1A1,NM_001402,-26.08486447323603,-24.31230637059512,-24.045959647078924,87.0,-0.16111111111111112,-0.2276687116564417
6856,WWP2,NM_007014,-26.087465254936085,-24.315071270883642,-24.04615125620707,116.0,-0.4638636363636364,-0.4443478260869565
6857,PYROXD1,NM_001350912,-26.089595032463716,-24.31631213069777,-24.046162109334173,102.0,-0.3126029216467464,-0.3104337631887456
6858,QSER1,NM_001076786,-26.091379154257226,-24.31685565362444,-24.04844944250092,89.0,-0.3177313432835821,-0.3350114942528735
6859,DCUN1D1,NM_001308101,-26.092580355602852,-24.31851105952488,-24.048744639892764,20.0,-0.2992,-0.2724
6860,ZNF131,NM_001330716,-26.09306124044021,-24.319822304922198,-24.05058471204806,99.0,-0.375536044362292,-0.3710998307952623
6861,TMEM208,NM_001318217,-26.09364930279176,-24.32341841233419,-24.052229842326785,57.0,-0.4040646651270208,-0.4058536585365853
6862,EIF5AL1,NM_001099692,-26.09364930279176,-24.32694769508331,-24.05233944861649,123.0,-0.25346938775510197,-0.3142953020134228
6863,EIF5A,NM_001970,-26.09364930279176,-24.33172306588615,-24.05295448488072,123.0,-0.4845991561181434,-0.4453115727002967
6864,CBLB,NM_001321807,-26.09893074402118,-24.33174670116632,-24.05546630457757,86.0,-0.3198876404494382,-0.3148068350668648
6865,NFRKB,NM_001143835,-26.101429490110718,-24.334347482866374,-24.055572918768068,68.0,-0.4420398009950248,-0.4465116279069768
6866,C1orf112,NM_018186,-26.103213611904227,-24.33543671040822,-24.055714223993892,111.0,-0.2614,-0.260075
6867,IMMP1L,NM_144981,-26.103699638645264,-24.336360517609354,-24.056489413973452,99.0,-0.3578712871287129,-0.3457615894039735
6868,CCDC88A,NM_001135597,-26.111079745942888,-24.338710791895906,-24.056783623432047,87.0,-0.4373990498812352,-0.4267515923566879
6869,MTRR,NM_002454,-26.111181781553398,-24.33916676930233,-24.057239599484824,80.0,-0.3945255474452555,-0.3732911392405063
6870,LYPLA2,NM_007260,-26.11652547977517,-24.3393834011478,-24.06052728053532,30.0,-0.4192561983471074,-0.3953846153846154
6871,MFN1,NM_033540,-26.11790628043732,-24.34054632373088,-24.061267428082207,121.0,-0.3457142857142857,-0.3396460176991151
6872,CRYZL1,NM_145858,-26.11896711077605,-24.340764512405638,-24.06566887654614,95.0,-0.4120555555555556,-0.3438928571428572
6873,GPN3,NM_001164372,-26.121232117406898,-24.34105660334277,-24.068689039369744,58.0,-0.3583529411764706,-0.32102702702702696
6874,ARHGAP21,NM_020824,-26.12383289910696,-24.341810270527354,-24.068774202027612,82.0,-0.3931622176591376,-0.3833560477001704
6875,INTS11,NM_001256456,-26.1261030476415,-24.34197035141409,-24.07331003118821,90.0,-0.4309925093632959,-0.4445741324921136
6876,THOC7,NM_001285404,-26.129428884611077,-24.34221342244711,-24.07596996967643,36.0,-0.4079761904761904,-0.3669423076923077
6877,STK36,NM_015690,-26.129600367077423,-24.342934838354545,-24.07634924828073,73.0,-0.3183512544802867,-0.3216622691292876
6878,RNF4,NM_001185009,-26.130016946962638,-24.3436120880165,-24.08503435083264,88.0,-0.4253793103448276,-0.4115154639175258
6879,ZNF564,NM_144976,-26.130801568423053,-24.344245447394385,-24.085814169642877,74.0,-0.4211428571428572,-0.3884193548387097
6880,C11orf54,NM_001351985,-26.130801568423053,-24.347140474294307,-24.086201805835962,121.0,-0.3715805142083897,-0.3711778656126482
6881,TCF4,NM_001083962,-26.131282453260408,-24.348311718041014,-24.086669865276342,109.0,-0.42493464052287583,-0.4086657303370787
6882,ZNF530,NM_001321981,-26.13138448887092,-24.34913012271456,-24.08925060130544,105.0,-0.4232345013477089,-0.4332484076433121
6883,FBXL4,NM_001278716,-26.13592478594,-24.34970891779448,-24.09213746489214,90.0,-0.3605500982318272,-0.3508210180623974
6884,CABIN1,NM_001199281,-26.13698561627873,-24.350386268055324,-24.094217663848013,88.0,-0.475473441108545,-0.4421575984990619
6885,ZNF148,NM_001348424,-26.13925062290958,-24.350812208897548,-24.09619369273828,87.0,-0.33032412965186075,-0.329989281886388
6886,VDAC3,NM_001135694,-26.141851404609643,-24.35404127254817,-24.097696539965714,90.0,-0.44366666666666665,-0.40503225806451615
6887,PLS1,NM_001172312,-26.141851404609643,-24.354047880094107,-24.09917250800388,78.0,-0.27128125000000003,-0.26585714285714285
6888,MLLT10,NM_001324297,-26.141851404609643,-24.35550318862202,-24.100378577063278,84.0,-0.34776785714285713,-0.34241007194244605
6889,IDI1,NM_001317956,-26.141851404609643,-24.35614317427195,-24.101111996661853,85.0,-0.4427469135802469,-0.4086096256684492
6890,FAM126A,NM_032581,-26.141851404609643,-24.35702264824205,-24.10287961585959,102.0,-0.4108627450980392,-0.35901408450704225
6891,BCS1L,NM_004328,-26.144293035610513,-24.358089086126217,-24.104721737337933,87.0,-0.3079479768786127,-0.3657174887892377
6892,IER5,NM_016545,-26.149150707091252,-24.358962213259467,-24.104882703537,65.0,-0.4688778054862843,-0.4501796407185629
6893,PHF20L1,NM_016018,-26.14981957425881,-24.360521191094836,-24.105812831339282,93.0,-0.5369538461538461,-0.4733176470588235
6894,CHORDC1,NM_012124,-26.15077567818557,-24.362806421618448,-24.1068386684442,121.0,-0.36963414634146347,-0.35937254901960786
6895,HNRNPH3,NM_001322437,-26.152003776073656,-24.362894375240394,-24.10758335166905,78.0,-0.3814376996805112,-0.3493704600484261
6896,SLC25A38,NM_017875,-26.154133553601287,-24.364363811632227,-24.107724324057628,87.0,-0.41578553615960095,-0.4085229540918163
6897,LYSMD3,NM_198273,-26.15872827495757,-24.36461188399759,-24.108105778658732,121.0,-0.3238513513513513,-0.2988306451612903
6898,CHTF8,NM_001039690,-26.158972445389747,-24.367235349711212,-24.10985392441498,54.0,-0.4669014084507042,-0.42082644628099175
6899,CEBPG,NM_001806,-26.159971945722837,-24.36770912341217,-24.118921203733912,88.0,-0.5251083591331269,-0.4676359338061466
6900,CCDC15,NM_025004,-26.160200543277835,-24.36968933867278,-24.121187767512613,78.0,-0.3947104247104247,-0.3788857938718663
6901,ZNF407,NM_017757,-26.160788605629392,-24.37207450244697,-24.121937590153127,53.0,-0.17526315789473684,-0.17197452229299362
6902,TAF12,NM_001135218,-26.16124259392429,-24.37647984372,-24.12332129835202,71.0,-0.39911877394636014,-0.38463022508038586
6903,MED20,NM_001305456,-26.16157322708981,-24.37710385085197,-24.124073769106644,72.0,-0.4028009259259259,-0.3815413533834586
6904,UIMC1,NM_001199297,-26.16172347876164,-24.377904331505352,-24.12628079277021,62.0,-0.4011111111111112,-0.3747698744769874
6905,POMGNT2,NM_032806,-26.16172347876164,-24.379263857336017,-24.126800014289287,104.0,-0.5685835694050991,-0.5656291390728477
6906,RIOK3,NM_003831,-26.162054111927162,-24.379502520821642,-24.127203640873972,70.0,-0.3641095890410959,-0.38075235109717853
6907,CKAP5,NM_001008938,-26.162642174278712,-24.38203699096077,-24.128214503597953,100.0,-0.2942063492063492,-0.2757522123893805
6908,ADAL,NM_001324366,-26.162642174278712,-24.383030469521607,-24.128845658516074,100.0,-0.3322533632286996,-0.3298387096774193
6909,DUSP6,NM_001946,-26.169156855299907,-24.38304353381754,-24.12916055912981,79.0,-0.3967073170731708,-0.4013478260869565
6910,RBMX,NM_002139,-26.174476631925717,-24.383549524316805,-24.12972553278777,70.0,-0.3289047619047619,-0.31435483870967745
6911,KRAS,NM_033360,-26.175137382243104,-24.38500761477645,-24.129787998056088,103.0,-0.50890625,-0.4306506849315068
6912,DOPEY2,NM_001320714,-26.18007261742984,-24.39272189106079,-24.131187669075732,88.0,-0.4456382978723405,-0.37277777777777776
6913,SEC11A,NM_001271918,-26.188371420244533,-24.39527654155264,-24.133439049018087,81.0,-0.3964440734557596,-0.3806437768240343
6914,HECTD1,NM_015382,-26.190813051245406,-24.395476965563308,-24.136357160374256,93.0,-0.51648393194707,-0.4876311605723371
6915,ODC1,NM_002539,-26.198193158543035,-24.396999585652644,-24.140985743775182,101.0,-0.539126559714795,-0.4933282904689864
6916,ATP6V1C1,NM_001695,-26.198193158543035,-24.40081413616645,-24.14100329847893,96.0,-0.3866938775510204,-0.3691304347826087
6917,FUNDC2,NM_023934,-26.20370833923114,-24.40273957331994,-24.14256343148152,87.0,-0.42586666666666667,-0.44148
6918,GMFB,NM_004124,-26.20776260955918,-24.40273957331994,-24.14315877297563,89.0,-0.4117171717171717,-0.3296482412060301
6919,SAMSN1,NM_001256370,-26.208574127562052,-24.405010541316148,-24.14334445765566,79.0,-0.1996,-0.20698181818181816
6920,TBCCD1,NM_001134415,-26.212697844745907,-24.405550675749684,-24.14462569874033,71.0,-0.3248541666666667,-0.3261896551724138
6921,NXT1,NM_013248,-26.216542297211234,-24.407698715937098,-24.148078354486852,108.0,-0.5070284237726098,-0.4763655030800821
6922,TMUB2,NM_001353189,-26.218812445745765,-24.417436282983665,-24.14895136331302,77.0,-0.36371695178849145,-0.3817092866756393
6923,TAB2,NM_015093,-26.218812445745765,-24.419689131633717,-24.150358158844853,106.0,-0.35425178147268405,-0.3381573896353167
6924,CTTN,NM_005231,-26.218812445745765,-24.419713039064145,-24.151600445159477,79.0,-0.3813592233009709,-0.3777124183006536
6925,BROX,NM_144695,-26.22578111506186,-24.42323809486828,-24.153227485500626,101.0,-0.35305418719211823,-0.3507707509881423
6926,APOL1,NM_145343,-26.226592633064733,-24.425167889747108,-24.153376750371415,88.0,-0.3612773722627737,-0.356524064171123
6927,ZNF518B,NM_053042,-26.227180695416283,-24.431408440550552,-24.155409737979962,98.0,-0.34687885010266944,-0.3280238500851789
6928,ATG2A,NM_015104,-26.22886278159927,-24.432241597704834,-24.155673590224236,80.0,-0.5592173913043479,-0.44520930232558137
6929,PSMA1,NM_148976,-26.23104698341411,-24.435626831653714,-24.156295037840813,65.0,-0.38568115942028985,-0.36431460674157307
6930,BLVRA,NM_001253823,-26.23146356329932,-24.442390024339737,-24.156685807102374,104.0,-0.3765536723163842,-0.4215162454873647
6931,ATRIP,NM_001271023,-26.232290654179373,-24.44740946927324,-24.15748112754272,78.0,-0.3103896103896104,-0.2864590747330961
6932,NSDHL,NM_001129765,-26.23331713194865,-24.45126239679957,-24.160186885081053,81.0,-0.3853639846743295,-0.34925207756232685
6933,MTHFR,NM_001330358,-26.23901515306328,-24.451538917907538,-24.16558966005465,76.0,-0.3714110429447853,-0.3887072243346008
6934,SNX17,NM_014748,-26.243713673844837,-24.45302284134164,-24.16558980629691,113.0,-0.4029838709677419,-0.413132183908046
6935,RPS7,NM_001011,-26.245529834084483,-24.453462105240426,-24.16765080538114,101.0,-0.3560377358490566,-0.41883495145631067
6936,MTX2,NM_001006635,-26.245529834084483,-24.45509331319393,-24.168725013289126,82.0,-0.444136460554371,-0.41149384885764495
6937,SMARCE1,NM_003079,-26.247799982619014,-24.4552876787609,-24.17647435181429,88.0,-0.38806451612903226,-0.34
6938,DBF4B,NM_145663,-26.249584104412516,-24.455848269015107,-24.178289027794317,38.0,-0.3898591549295775,-0.3810223642172524
6939,EXOC6,NM_001319194,-26.252909941382104,-24.458025293204194,-24.17896032798717,60.0,-0.24839160839160845,-0.24041152263374485
6940,TYW1,NM_018264,-26.254180589583555,-24.460416012935198,-24.18049493346496,89.0,-0.46,-0.3828102189781022
6941,SLC16A7,NM_001270623,-26.254763510031424,-24.46478768292123,-24.18274154063177,70.0,-0.3717177914110429,-0.3727230046948357
6942,LARP7,NM_001267039,-26.256168232289532,-24.46563838480154,-24.184926237915807,89.0,-0.3104731182795699,-0.2846902654867257
6943,SMC1A,NM_001281463,-26.25703365856596,-24.468561461340798,-24.18710326442,95.0,-0.3404117647058824,-0.3240681818181818
6944,GPAM,NM_001244949,-26.25736429173148,-24.469548858140264,-24.197080690864983,69.0,-0.37780373831775704,-0.33719745222929937
6945,KLHL12,NM_021633,-26.25963444026602,-24.47171590051085,-24.198436533436965,62.0,-0.5211353711790393,-0.4451671732522797
6946,JPT1,NM_001288609,-26.25963444026602,-24.47472450507208,-24.19922208905869,108.0,-0.4337003610108304,-0.4285844370860927
6947,DYRK4,NM_003845,-26.25963444026602,-24.47971333313791,-24.199392666774997,60.0,-0.31373493975903616,-0.2563157894736842
6948,KIDINS220,NM_001348738,-26.26492102339913,-24.481782780660392,-24.199734377930664,82.0,-0.3892346938775511,-0.3403716216216216
6949,TUBA1C,NM_001303115,-26.26533246138066,-24.48280618842391,-24.19981026288263,70.0,-0.3721180555555556,-0.38982248520710056
6950,RAE1,NM_001015885,-26.26945617856452,-24.48326419016063,-24.207866839674768,89.0,-0.33605479452054793,-0.33612903225806456
6951,CCDC115,NM_001321118,-26.269786811730036,-24.484935705004247,-24.207927772263414,96.0,-0.3074336283185841,-0.34951086956521743
6952,CNOT1,NM_016284,-26.271328526906125,-24.486694360414692,-24.209145908691877,97.0,-0.32579579579579576,-0.3024018475750577
6953,TMEM126B,NM_001350396,-26.272056960264575,-24.48835597178681,-24.20977784678422,117.0,-0.3101010101010101,-0.2905793450881612
6954,ATL2,NM_001330464,-26.273700711051173,-24.48995669245275,-24.2115118902188,83.0,-0.31430373831775704,-0.3125
6955,SGMS1,NM_147156,-26.27418673779221,-24.490468958733693,-24.21204981491093,94.0,-0.37248427672955975,-0.377561669829222
6956,FUT4,NM_002033,-26.28049789790093,-24.491866719188184,-24.213194568662782,45.0,-0.4578091872791519,-0.5139164490861621
6957,SATB1,NM_001195470,-26.28235146655025,-24.492046631716537,-24.218346365300746,81.0,-0.4137175792507205,-0.40984196185286104
6958,PRDM2,NM_012231,-26.28235146655025,-24.49382893361011,-24.21853170025341,93.0,-0.2864953271028037,-0.29573221757322177
6959,ZSCAN12,NM_001163391,-26.28375104690468,-24.498587198986392,-24.218731483551437,110.0,-0.3612290502793296,-0.3490681003584229
6960,MFAP3,NM_001242336,-26.28375104690468,-24.499979548003093,-24.219112328300877,72.0,-0.34172480620155044,-0.3393831168831169
6961,PKP4,NM_003628,-26.28553516869818,-24.500813505177987,-24.222401716191893,76.0,-0.5841279069767442,-0.5616441441441442
6962,ARMC8,NM_015396,-26.293320497920828,-24.507666225743304,-24.223016099413876,87.0,-0.39583529411764706,-0.3727428571428572
6963,NCAPG2,NM_001281933,-26.293903418368696,-24.51141649850098,-24.22325459915237,73.0,-0.3914285714285714,-0.34275303643724697
6964,FAM168B,NM_001321743,-26.29785565308622,-24.512291416514763,-24.22517762709746,101.0,-0.5195190947666195,-0.4933457249070632
6965,ZFYVE19,NM_001077268,-26.29884703656913,-24.51405873192801,-24.22597536590885,40.0,-0.4330155642023346,-0.4404723127035831
6966,LRIG2,NM_001312686,-26.30070060521845,-24.51788339898727,-24.22676753858361,91.0,-0.3972036474164134,-0.36044854881266497
6967,EIF1B,NM_005875,-26.30170010555153,-24.52238652987205,-24.227733587460033,51.0,-0.2385769230769231,-0.2451111111111111
6968,CHMP5,NM_016410,-26.305823822735395,-24.524171665585154,-24.231035265861912,107.0,-0.359,-0.3832
6969,ZNF267,NM_001265588,-26.306154455900913,-24.52725114899087,-24.23380579834814,100.0,-0.4078947368421053,-0.3866546762589928
6970,USP30,NM_001301175,-26.306154455900913,-24.527854702876372,-24.23410295830425,92.0,-0.32100694444444444,-0.3240680473372781
6971,MORC2,NM_014941,-26.32190281286905,-24.52793373484077,-24.23515370823577,40.0,-0.2525793103448276,-0.2580322580645161
6972,AGTPBP1,NM_001330701,-26.32394436384859,-24.529805428795967,-24.23644923105705,93.0,-0.5135763888888889,-0.4464948453608248
6973,ZMYM4,NM_001350139,-26.32581671219019,-24.53046971476088,-24.237452684138088,70.0,-0.28059397163120564,-0.28313517915309444
6974,TBCEL,NM_152715,-26.326026530052914,-24.531550150452123,-24.23773700498301,77.0,-0.4779746835443038,-0.4383086053412463
6975,FXR1,NM_001013439,-26.32987098251823,-24.534173485623604,-24.23921603343098,53.0,-0.3109415971394517,-0.30248136315228963
6976,AP3M1,NM_001320263,-26.331141630719685,-24.53666525111889,-24.240190778438443,95.0,-0.3496940418679549,-0.3454091539528433
6977,MPP6,NM_016447,-26.33254121107411,-24.537722448858165,-24.24157733248269,112.0,-0.3478281622911695,-0.3358188824662813
6978,DYRK1A,NM_130436,-26.342110662090263,-24.53831711875566,-24.24306752746553,103.0,-0.24557823129251705,-0.249687898089172
6979,PAFAH1B2,NM_002572,-26.34219146690627,-24.545068514182034,-24.24425544065475,86.0,-0.4688028169014084,-0.4118181818181818
6980,MORC3,NM_001320446,-26.342522100071786,-24.546761528166318,-24.250741369144343,76.0,-0.28615999999999997,-0.28583157894736844
6981,CRNKL1,NM_016652,-26.342522100071786,-24.547016196049622,-24.254233690579586,87.0,-0.251875,-0.2471969696969697
6982,PHF19,NM_015651,-26.343894783883762,-24.551051476173374,-24.254462809046775,57.0,-0.4861660079051384,-0.476600566572238
6983,CNPY2,NM_014255,-26.353160498276843,-24.556375585096728,-24.256316511998477,95.0,-0.4579204339963833,-0.4785298621745789
6984,DYRK3,NM_001004023,-26.359541105241384,-24.55839288303173,-24.256367295395254,85.0,-0.4578571428571429,-0.44011848341232224
6985,MCRS1,NM_006337,-26.36191328938644,-24.561309590103956,-24.257227937510425,78.0,-0.3458173076923077,-0.4027272727272728
6986,TMEM128,NM_032927,-26.36239417422379,-24.561869274043037,-24.25768056693111,58.0,-0.3838249594813614,-0.3729846582984658
6987,TBC1D5,NM_014744,-26.363210834130346,-24.562194987013964,-24.257745527819015,102.0,-0.2967567567567568,-0.2956543909348442
6988,ERAP1,NM_016442,-26.363766858035763,-24.56385691674901,-24.25869044325116,85.0,-0.4424495677233429,-0.3931319910514541
6989,RNF216,NM_207111,-26.366367639735824,-24.56387164114513,-24.26066834366497,84.0,-0.39814671814671815,-0.3636211699164345
