Gene,AccNum,seqlogo_logL_L24_t1,seqlogo_logL_S15_t0,seqlogo_logL_S15_t1,seqlogo_logL_S15_t2,TIS,MFE_fpUTR_normed,MFE_fpUTRandORF_normed,ER_L24_t1_logFC,ER_L24_t1_change,ER_S15_t0_logFC,ER_S15_t0_change,ER_S15_t1_logFC,ER_S15_t1_change,ER_S15_t2_logFC,ER_S15_t2_change,fpUTR_gc_percent
BAG5,NM_001015049,-24.947031471414643,-23.50055144191305,-23.323798674457194,-24.91550606201129,71.0,-0.4871382636655949,-0.4458150851581508,-0.0609399174744064,No,0.073522488708571,No,0.18153662951287,No,0.385909872453639,No,0.6881028938906752
POLG2,NM_007215,-24.948030971747716,-23.500602588883876,-23.32696827596048,-24.917115460228445,83.0,-0.31785714285714284,-0.3892929292929293,-0.0988752116273179,No,-0.10304609388915599,No,0.161312103572529,No,0.7238648,No,0.5612244897959183
G6PD,NM_000402,-24.948100418603538,-23.501626996647893,-23.327199451425468,-24.917765021797234,85.0,-0.5569594594594595,-0.5206451612903226,-0.0819376311240298,No,0.488742307688531,No,0.365149955617541,No,0.28776411902472904,No,0.8108108108108109
CNIH4,NM_001277199,-24.95272949252927,-23.501976935412177,-23.32736772347189,-24.918587728548694,77.0,-0.3547848537005163,-0.3602202643171806,0.1262799565105,No,-0.7648570477592429,No,-0.4010328,No,-0.20367929999999998,No,0.49569707401032703
HIVEP1,NM_002114,-24.95321551927031,-23.50348658706946,-23.327570661639108,-24.92222541899152,84.0,-0.4192737430167597,-0.31491039426523304,-0.0694580966537863,No,0.298287894254199,No,-0.0113687,No,-0.1766274,No,0.5642458100558659
PAPD4,NM_001349553,-24.954897605453297,-23.506695334472408,-23.329710046350307,-24.92449556752606,92.0,-0.3505338078291815,-0.33194061505832445,-0.28856974495237203,No,-0.218897365026122,No,-0.3963842,No,0.09400548,No,0.5183867141162515
XRRA1,NM_182969,-24.95499964106381,-23.51010385180534,-23.330311047195874,-24.92734051965829,127.0,-0.4063253012048193,-0.4204398148148148,-0.196190049441626,No,0.7317792142040029,No,0.5930516348539739,No,0.9410741175904141,No,0.6174698795180723
DGKA,NM_001351034,-24.955999141396894,-23.511419564323425,-23.33041317942384,-24.932701860762506,106.0,-0.3386063569682152,-0.3541060903732809,-0.23982668121820003,No,-0.18665585420529998,No,-0.19626412173052,No,0.17101085588525,No,0.5965770171149144
UBAP1,NM_001171203,-24.9562277389519,-23.51494672042172,-23.330961017099703,-24.932863817196573,126.0,-0.3848492462311557,-0.3613453815261044,-0.0228145887640621,No,0.0209028362461331,No,-0.02852909,No,0.2218403,No,0.5804020100502513
MKI67,NM_002417,-24.957498387153354,-23.51568408701488,-23.331757743089717,-24.933680477103128,86.0,-0.3530769230769231,-0.3621694915254237,-0.11812544319112599,No,0.148298215614921,No,0.1743037,No,-0.05181159,No,0.5794871794871795
UTP4,NM_032830,-24.96199520692236,-23.51651529290206,-23.332971266812358,-24.933680477103128,99.0,-0.35375,-0.3354081632653061,-0.308867135418246,No,-0.219926371648026,No,-0.35094155356774603,No,-0.0639797525275287,No,0.7604166666666666
RWDD1,NM_016104,-24.96377932871586,-23.517165225157612,-23.33299029060095,-24.935464598896637,62.0,-0.36758713136729226,-0.3414775413711584,0.0228079597449234,No,0.482543287330361,No,0.459478982967624,No,0.885954208666945,No,0.5201072386058981
DDX49,NM_019070,-24.96426535545689,-23.519134398767015,-23.33390020277027,-24.93756764909341,110.0,-0.4595522388059701,-0.4791017964071856,0.181664097005894,No,0.18147769637658898,No,0.102933787130356,No,-0.2067197,No,0.7313432835820896
CTBP1,NM_001012614,-24.968650258950447,-23.52040521618006,-23.33527999971657,-24.940070779311533,81.0,-0.4429262086513995,-0.4482961460446248,0.432895507820747,No,0.21061824616743802,No,0.2934712,No,0.1175452,No,0.6692111959287532
PPP2R5D,NM_001270476,-24.970503827599774,-23.520538599917398,-23.3354867171637,-24.950462937079145,77.0,-0.4020184899845917,-0.3952870493991989,-0.0777587423045133,No,-0.12981703902483901,No,-0.07328978,No,-0.1457858,No,0.6286594761171033
TLR2,NM_001318787,-24.971234024772986,-23.520606917192612,-23.336270393469494,-24.95081287584343,74.0,-0.3273804573804574,-0.3300688468158348,-0.0072122838670878,No,-0.489332127932045,No,-0.7798673,No,-0.6296267,No,0.5031185031185031
ZNF440,NM_152357,-24.9760998131039,-23.521469584782448,-23.336365296588873,-24.95331600606155,80.0,-0.39916666666666667,-0.3672265625,-0.313594584524201,No,-0.535583285248806,No,-0.570553266399838,No,-0.4190523,No,0.6089743589743589
CORO1A,NM_001193333,-24.9760998131039,-23.522417766316966,-23.336555975143426,-24.95331600606155,87.0,-0.4620689655172414,-0.4505046728971962,0.160854146352051,No,0.0452454260786023,No,-0.007888015,No,-0.4160979,No,0.664367816091954
GDE1,NM_001324066,-24.97701850862097,-23.523692970474738,-23.337086349836234,-24.95632805653155,82.0,-0.4797830374753452,-0.4387644151565074,0.0537585565673602,No,-0.261906778973264,No,-0.6585065,No,-0.2774933,No,0.6627218934911243
GNAI2,NM_001282619,-24.98261449412509,-23.52698659276936,-23.33815525207818,-24.958602589194662,34.0,-0.3891607142857143,-0.413,0.235229085621087,No,-0.178365923291436,No,-0.22412868733525101,No,-0.19725692891210803,No,0.5982142857142857
RUVBL1,NM_001319086,-24.985669264120048,-23.52702480860255,-23.338644592639408,-24.96086321169693,121.0,-0.4708788282290279,-0.4777673325499413,-0.225891109822088,No,-0.239078322273247,No,-0.160994,No,-0.15237089999999998,No,0.6897470039946738
NFXL1,NM_001278624,-24.987068844474468,-23.528115787431606,-23.340059318083785,-24.962543635163588,77.0,-0.3327179487179487,-0.4112203389830509,-0.564813984724415,No,-0.492097211480571,No,-0.5148599,No,0.16913270000000002,No,0.6205128205128205
KNL1,NM_170589,-24.987068844474468,-23.53145684562512,-23.341090041705808,-24.962885457077704,83.0,-0.32888198757763976,-0.3063984674329502,-0.611979617783579,No,-0.40842322878823206,No,-0.4962222,No,-0.350842,No,0.515527950310559
MBD6,NM_052897,-24.98706884447448,-23.532265170978413,-23.341327403621527,-24.963052555415462,91.0,-0.4270535714285714,-0.4396604938271605,0.639605600935467,No,0.902653318886957,No,0.48801904728707296,No,0.194288574967028,No,0.6964285714285714
DMC1,NM_007068,-24.991123114802512,-23.53334609127572,-23.341624526707406,-24.963052555415462,99.0,-0.3871657754010696,-0.3514982578397212,-0.274357718255007,No,-0.4627612386162171,No,-0.8095949,No,-0.03126531,No,0.5775401069518716
SLC2A3,NM_006931,-24.992766865589108,-23.533467602503553,-23.34206644132113,-24.96429622618072,94.0,-0.3656106870229008,-0.3351381215469613,0.7425828570283141,No,0.0219672622892256,No,0.13858689017018802,No,-0.3456552,No,0.4961832061068702
BORA,NM_001286746,-24.992766865589108,-23.534673187977766,-23.342092011280638,-24.966555185966662,60.0,-0.3904081632653061,-0.4352226720647773,-0.5582970255574179,No,0.083542190452732,No,-0.2185067,No,0.3161474,No,0.6122448979591837
P4HA1,NM_001142595,-24.99503701412365,-23.537312670117075,-23.343484885682518,-24.97101558316095,111.0,-0.3965568862275449,-0.3739861751152074,0.11482247552582199,No,-0.606554266065437,No,-0.5243196,No,-0.07319439999999999,No,0.5988023952095808
MXD3,NM_001142935,-24.996302520421423,-23.538590625562573,-23.34350996911877,-24.971253706748215,68.0,-0.5328199566160521,-0.504349376114082,0.46300186544637106,No,0.611588349870349,No,0.5177218104974171,No,0.22501929999999998,No,0.7049891540130152
ERMARD,NM_018341,-24.997221215938488,-23.53944132744288,-23.344187049712893,-24.97328573169549,84.0,-0.2691666666666667,-0.2752205882352941,-0.5875987657500601,No,-0.199430531123715,No,-0.6324615,No,-0.6584066999999999,No,0.6944444444444444
ACTN1,NM_001130004,-24.998572668955962,-23.539543624000693,-23.34423573006957,-24.973356756944998,91.0,-0.3789032258064516,-0.3899756097560975,0.15034892796799,No,-0.0228168990305855,No,-0.11315903890806699,No,-0.28639550693921695,No,0.7225806451612903
ZBTB43,NM_014007,-24.99890330212148,-23.539733465585943,-23.34544267855815,-24.97393529326429,79.0,-0.3322344322344322,-0.32742627345844505,-0.0113557312092736,No,0.311325220047406,No,0.18224545759881197,No,0.153433314605349,No,0.5018315018315018
CUL4B,NM_003588,-25.00014697288673,-23.540556776526746,-23.34551846777557,-24.976130683827723,62.0,-0.3019908466819222,-0.3164990689013035,-0.603052856882334,No,-0.31909889883017795,No,-0.417573828403714,No,0.08800077,No,0.4691075514874142
SCARB2,NM_005506,-25.005087349977156,-23.54201138535656,-23.34670652805538,-24.97938383283147,99.0,-0.5390449438202247,-0.5335526315789474,0.152090997361126,No,-0.43100586425642207,No,-0.4512115,No,-0.2100679,No,0.7752808988764045
ATP2B1,NM_001001323,-25.01256949288529,-23.542869955181946,-23.349978875575967,-24.980585034177107,98.0,-0.21408839779005528,-0.2508540925266904,-0.0905226286145145,No,-0.391998610506764,No,-0.391256288691052,No,-0.154654109447007,No,0.3149171270718232
LXN,NM_020169,-25.012969572906627,-23.544137469810142,-23.35148717676641,-24.980585034177107,82.0,-0.42720930232558135,-0.3932063492063492,-0.15959321329811998,No,-0.20021337458493602,No,-0.4671448,No,-0.01538431,No,0.6186046511627907
AGPAT1,NM_006411,-25.014651659089612,-23.54451505808918,-23.353764046782327,-24.982303542934805,86.0,-0.4854029850746269,-0.4986206896551724,0.809163177123124,No,0.20907611527627498,No,0.519290054577479,No,-0.318506782219377,No,0.7074626865671642
KIF14,NM_014875,-25.015239721441173,-23.544607575080484,-23.35417349504316,-24.98449893349824,75.0,-0.4185876993166287,-0.3790166975881262,-0.6125930953112629,No,-0.46607396460146794,No,-0.43762289663168297,No,-0.216884472140122,No,0.5876993166287016
NSMCE2,NM_001349486,-25.01929399176921,-23.548524946175927,-23.355027130854214,-24.986357813262845,87.0,-0.3662897526501767,-0.3536031331592689,-0.19366609944571103,No,-0.270475222692738,No,-0.13683829999999997,No,0.1328061,No,0.5229681978798587
NAA50,NM_025146,-25.02035482210794,-23.54935676977806,-23.35560111268743,-24.988211381912173,96.0,-0.483,-0.42962222222222224,-0.17075026887995903,No,-0.543615431603907,No,-0.6416251999999999,No,-0.2125063,No,0.7171428571428572
TOPBP1,NM_007027,-25.02076626008947,-23.551066023860997,-23.35730607299045,-24.988860943480958,85.0,-0.624469696969697,-0.4234051724137931,-0.5184774699944229,No,-0.33400699354640195,No,-0.4102762,No,4.3446359999999995e-05,No,0.7878787878787878
NOL12,NM_024313,-25.02083570694529,-23.552201282610827,-23.357487554778398,-24.98895328384762,89.0,-0.2719642857142857,-0.3119871794871795,0.0917158789329156,No,0.31548630752912,No,0.5551531343677121,No,0.592638584246394,No,0.625
TSHZ1,NM_005786,-25.022138943901442,-23.553871619344182,-23.36212067487868,-24.99027171258398,61.0,-0.35876712328767124,-0.3628508771929825,0.6922987416437281,No,0.0505742384772076,No,0.5679375,No,0.1385729,No,0.5136986301369864
FARS2,NM_001318872,-25.023436488645352,-23.55616325962052,-23.36512069965775,-24.99063537003061,96.0,-0.4414640883977901,-0.4358441558441559,0.114695954620759,No,0.163120779583868,No,-0.0708580240758089,No,-0.310998611100617,No,0.6685082872928176
PXK,NM_001349513,-25.03267016459229,-23.5571749487027,-23.365497198735326,-24.991056334044398,72.0,-0.3664484126984127,-0.3428476821192053,-0.450111446979432,No,-0.403448518922,No,-0.5512732,No,-0.2514009,No,0.5674603174603174
MED23,NM_004830,-25.032772200202807,-23.55822534326514,-23.365581018090534,-24.991634870363693,75.0,-0.41384210526315773,-0.3509655172413793,-0.36743057780446997,No,-0.31160287302129197,No,-0.4508474,No,-0.3595393,No,0.6368421052631579
SCAI,NM_173690,-25.033188780088025,-23.558373581016873,-23.36625975710525,-24.991872993950963,54.0,-0.5633606557377049,-0.4810360360360361,-0.34031200655156396,No,-0.048761409815259,No,-0.117773,No,0.1962959,No,0.7704918032786885
ZBTB3,NM_024784,-25.037887300869578,-23.56044797598512,-23.3713542170008,-24.99413800058181,94.0,-0.4125409836065574,-0.4115315315315316,-0.18154892189391603,No,0.539141179882356,No,0.21010154208866,No,-0.00836726115878455,No,0.6147540983606558
ZSCAN25,NM_001350984,-25.04015744940412,-23.5609945940596,-23.371759169083678,-25.000003120034204,107.0,-0.2534666666666667,-0.302775,0.0439275417057824,No,0.7112274874126859,No,0.317644444452789,No,0.267376607247785,No,0.4666666666666667
DENND4A,NM_001320835,-25.04015744940412,-23.564550127170588,-23.37181629476709,-25.002106170230984,96.0,-0.4545454545454545,-0.4221030927835052,-0.734745492234222,No,-0.402865925463812,No,-0.559278735742388,No,-0.05764762536568099,No,0.6415584415584416
PIKFYVE,NM_015040,-25.04155702975855,-23.565699425956936,-23.372817457395964,-25.002273268568743,125.0,-0.5468354430379747,-0.3961627906976744,-0.35109476929524,No,-0.24698169329379802,No,-0.3607442,No,-0.1822374,No,0.7278481012658228
LZIC,NM_032368,-25.043239115941528,-23.56700782988944,-23.374099707953462,-25.00395973888031,116.0,-0.3817341040462428,-0.34298206278026905,-0.0586911162700362,No,-0.0561716513792882,No,-0.47367574522011496,No,0.008651509,No,0.569364161849711
EMC2,NM_001329495,-25.043239115941528,-23.56923359618268,-23.374734574948818,-25.00738322733183,92.0,-0.3236150234741784,-0.2805111821086262,-0.47624209725726,No,-0.507191725244894,No,-0.8061245,No,-0.2892356,No,0.5117370892018779
AGL,NM_000028,-25.04509268459085,-23.56944308904533,-23.375542946109032,-25.007971289683386,87.0,-0.2815690376569038,-0.2781141868512111,-0.6048623223238101,No,-0.636754743831794,No,-0.7472519,No,-0.36927059999999995,No,0.4205020920502092
ASCC2,NM_032204,-25.04568074694241,-23.570383153729672,-23.37570277203689,-25.00837136970472,76.0,-0.4773611111111111,-0.4231557377049181,0.0168608747991459,No,0.17511459492293102,No,0.1377348,No,-0.003225993,No,0.7152777777777778
TTI2,NM_025115,-25.05101930326049,-23.570491815850435,-23.377444965168568,-25.00965337586637,88.0,-0.30554195804195805,-0.30875,-0.0946907001898065,No,0.237532148292343,No,0.0316826213617468,No,0.01823427,No,0.48426573426573427
THOC5,NM_001002878,-25.05160736561205,-23.574958269733443,-23.377606517902095,-25.01167562124714,78.0,-0.39095522388059706,-0.36183908045977015,-0.190500662897215,No,0.0162598437082315,No,0.02464285,No,-0.1492393,No,0.6029850746268657
POU2F1,NM_001198783,-25.05160736561205,-23.576337824161996,-23.381353938260652,-25.01695267834798,100.0,-0.1762553191489362,-0.2260597014925373,0.0153526710941032,No,0.661561947596835,No,0.48212,No,0.48087470000000004,No,0.41702127659574467
CIR1,NM_004882,-25.055661635940083,-23.5765068715802,-23.381821972639976,-25.01695267834798,101.0,-0.3401075268817204,-0.2829015544041451,-0.227578421972585,No,-0.44201760217721,No,-0.1225868,No,0.23790630000000001,No,0.5161290322580645
SUGP1,NM_172231,-25.05898747290967,-23.579777489680023,-23.38394826617961,-25.01695267834798,35.0,-0.0075,-0.2945689655172414,-0.322330339809275,No,0.0698474310106307,No,-0.18223129999999998,No,-0.14904679999999998,No,0.5
CYB5R3,NM_001129819,-25.06036015672164,-23.58345382611493,-23.384147445951925,-25.018021625536882,66.0,-0.3767758186397985,-0.3677867203219316,0.6205779142027571,No,0.0844187200405988,No,-0.01323541,No,-0.183032,No,0.6171284634760705
UBA52,NM_001321018,-25.06084104155899,-23.58357442255773,-23.38510277852644,-25.018021625536882,116.0,-0.4283018867924529,-0.4074465558194774,0.4502956103864799,No,0.0365849895177677,No,-0.06168409,No,-0.2070149,No,0.5929919137466307
ATN1,NM_001007026,-25.069625871114727,-23.58515733755035,-23.38566446817833,-25.01844258955068,92.0,-0.3956962025316456,-0.3774183976261127,0.761573260270391,No,0.7482789517062309,No,0.9549773000000001,No,0.06475814,No,0.5611814345991561
DPP8,NM_001320875,-25.077924673929413,-23.585554067738524,-23.38680072880761,-25.0188062469973,47.0,-0.3977981651376147,-0.3677751756440281,-0.295151131639711,No,-0.275115478485383,No,-0.25177179792723803,No,-0.13317194560446802,No,0.6238532110091743
PIAS1,NM_001320687,-25.082048391113283,-23.585927934861413,-23.38722399680516,-25.019805747330388,120.0,-0.4743589743589744,-0.4481093935790725,-0.286530740757579,No,0.000789807180285349,No,-0.16613870000000003,No,-2.437786e-05,No,0.6153846153846154
ZCRB1,NM_033114,-25.082379024278804,-23.586596168271583,-23.38817787990417,-25.020622407236942,82.0,-0.4097607655502392,-0.3846278317152103,0.0388215964108798,No,-0.0928764786173741,No,-0.1835774,No,0.2014848,No,0.6555023923444976
DUSP19,NM_080876,-25.082379024278804,-23.588922438418717,-23.38938250550512,-25.02371964665152,87.0,-0.2730133333333333,-0.2710526315789474,-0.2565915371569,No,0.369458025229975,No,-0.07329809,No,0.1431306,No,0.4693333333333333
ZCCHC9,NM_032280,-25.08383251290678,-23.58926426033283,-23.389907394618632,-25.02453630655808,103.0,-0.4445306122448979,-0.4242033898305085,0.243295933713012,No,0.0256321669354497,No,0.311741478339122,No,0.1272883,No,0.6224489795918368
DUSP11,NM_003584,-25.08667746503901,-23.58996833792453,-23.391320077991647,-25.026774416646482,62.0,-0.3652380952380953,-0.4328169014084507,-0.0456223778716033,No,0.07151789309345799,No,0.2002575,No,0.2042565,No,0.6666666666666666
DPP9,NM_139159,-25.08667746503901,-23.591002440932407,-23.39240056416428,-25.027423978215275,35.0,-0.4540697674418605,-0.4351117318435753,0.142465748244613,No,0.24063941523355897,No,0.19594648965836997,No,-0.0244186700328291,No,0.7131782945736435
CTCF,NM_006565,-25.087077545060353,-23.591294689053136,-23.393718459364727,-25.02800251453457,77.0,-0.4733333333333333,-0.4473713235294118,-0.17058443520449404,No,-0.17040725788363098,No,-0.06743197,No,0.03334362,No,0.6914414414414415
ZMIZ1,NM_020338,-25.08797500978292,-23.59388216235093,-23.39395472240429,-25.030505644752683,99.0,-0.4957167832167833,-0.4725,0.35525175300853795,No,0.30520280144970197,No,0.365459412506096,No,-0.18645561390013896,No,0.6923076923076923
ZC3H14,NM_001326297,-25.088286863256158,-23.595003118381356,-23.394195259622197,-25.03294727575356,79.0,-0.3614763779527559,-0.35014802631578945,-0.39418933807535106,No,-0.194659194250498,No,-0.3741768,No,-0.26994270000000004,No,0.5354330708661418
ZKSCAN1,NM_001346581,-25.089759131576425,-23.59568683385003,-23.39557244832423,-25.033289097667677,54.0,-0.3750261780104712,-0.3637344398340249,-0.14833105777139902,No,0.319870155202886,No,0.2321494,No,0.49707809999999997,No,0.6047120418848168
FASTKD2,NM_001136194,-25.089759131576425,-23.597287115216503,-23.395605130404057,-25.036370764205078,49.0,-0.3130117647058824,-0.3040571428571429,-0.444710533762152,No,-0.577830958143807,No,-0.686011331533193,No,-0.2334139,No,0.48
AGK,NM_018238,-25.090801182222872,-23.599136064993647,-23.397208835286218,-25.04292816475124,101.0,-0.4168421052631579,-0.4108487084870849,-0.0885509557935257,No,-0.13255775739033698,No,-0.0586851810928644,No,0.436987814598025,No,0.7076023391812866
CCDC77,NM_032358,-25.091612700225745,-23.600025235448626,-23.3982508185938,-25.043750871502706,83.0,-0.3070555555555556,-0.3275,-0.12243068506783598,No,-0.10829601076095,No,-0.32446824198838503,No,0.00319340773337042,No,0.49444444444444446
NARF,NM_001038618,-25.09202928011096,-23.60220762600712,-23.39942511770366,-25.043750871502706,54.0,-0.4102947368421052,-0.3879652173913044,0.08529081079130499,No,-0.0588906883882443,No,-0.0529150616440204,No,-0.07807086,No,0.6568421052631579
ZNF362,NM_152493,-25.09594317943209,-23.604330348045767,-23.401689158932772,-25.045123555314674,80.0,-0.4910588235294118,-0.4348148148148148,0.41919873647414096,No,0.7115596040283709,No,0.7451602730364029,No,-0.0137047139860554,No,0.7058823529411765
ATM,NM_001351834,-25.09779674808141,-23.609082351316534,-23.403586304064284,-25.045123555314674,90.0,-0.3972093023255814,-0.3636474694589878,-0.46029177695420004,No,-0.560573567894773,No,-0.5764815,No,-0.3048296,No,0.5708245243128964
MAP3K8,NM_005204,-25.098127381246933,-23.6093744894596,-23.404161474176465,-25.047626685532798,79.0,-0.4223529411764706,-0.3955477528089888,0.10771546596643401,No,0.118313629763393,No,-0.2687868,No,0.2918783,No,0.6078431372549019
ACSL1,NM_001286712,-25.09871544359849,-23.609629289139573,-23.404606159501878,-25.04879328420364,45.0,-0.3394646464646465,-0.3381376146788991,-0.125021804729741,No,-0.250632366856052,No,-0.37811849999999997,No,-0.08204599,No,0.4868686868686869
SLC25A15,NM_014252,-25.099809467429925,-23.610144317911196,-23.405869625402175,-25.050896334400417,97.0,-0.5354968944099379,-0.5155213270142179,0.23491167566783,No,0.008683479059908579,No,-0.02731588,No,0.134879,No,0.7453416149068323
SLC25A17,NM_001282726,-25.10218165157498,-23.61034571917,-23.40587964075193,-25.055000745985513,100.0,-0.3638730158730159,-0.3473734939759036,-0.0429195818112416,No,-0.38486027576694704,No,-0.4564364000000001,No,-0.1375684,No,0.5682539682539682
MAP3K20,NM_133646,-25.10218165157498,-23.61063095316329,-23.407828865183077,-25.055253033267856,94.0,-0.37905,-0.36436666666666667,-0.506511606201075,No,-0.433875010898635,No,-0.374664302894186,No,-0.07044535,No,0.65
SLC25A3,NM_213611,-25.112820049780034,-23.611182518683528,-23.408974905861307,-25.05617339150126,104.0,-0.506864406779661,-0.497533039647577,0.0283316385716013,No,-0.0900425978605197,No,-0.08045142,No,-0.06249489,No,0.6581920903954802
TDRKH,NM_001083965,-25.11734708809525,-23.61138238113101,-23.40936995036002,-25.05617339150126,87.0,-0.3926923076923077,-0.4130851063829787,-0.528895445335476,No,-0.248468532158318,No,-0.21830059999999998,No,-0.02265718,No,0.6648351648351648
MBOAT2,NM_001321267,-25.1175993753776,-23.614487955098852,-23.410284734641227,-25.057161533874154,94.0,-0.3582083333333333,-0.34551724137931034,-0.244668329456812,No,-0.63661580285412,No,-0.6263104,No,-0.1954234,No,0.6
PHKB,NM_001031835,-25.11793000854312,-23.618821969952727,-23.41054037149493,-25.05884362005714,127.0,-0.3618918918918919,-0.3590175438596491,-0.44285070785847097,No,-0.37655214552773497,No,-0.573453632651686,No,-0.13002160000000001,No,0.6
MRRF,NM_001346339,-25.11920065674457,-23.619275026859828,-23.41093269285863,-25.05926458407093,89.0,-0.3687741935483871,-0.3696388888888889,-0.14333075039380802,No,0.65644851161574,No,-0.05896957,No,0.6420593000000001,No,0.5532258064516129
EPS8,NM_004447,-25.120600237098994,-23.61933527433317,-23.41096200481645,-25.064541641171772,89.0,-0.5150572082379863,-0.4598137802607076,-0.49523207953244297,No,-0.378733466363252,No,-0.5859122,No,0.296145,No,0.7093821510297483
RMDN3,NM_001323895,-25.122384358892496,-23.619397313622443,-23.411450125035444,-25.065326262632194,62.0,-0.4792523364485981,-0.4694464075382803,0.119397157223194,No,0.17197615491923002,No,0.3585392,No,0.3458131,No,0.6608811748998665
RPL7L1,NM_198486,-25.12304510920989,-23.61983099631807,-23.411737951616878,-25.06574284251741,46.0,-0.3217966101694916,-0.3216708860759493,-0.121500513948592,No,-0.44876306746549505,No,-0.5551328000000001,No,-0.28877040000000004,No,0.5288135593220339
JADE2,NM_001289984,-25.124654507427035,-23.620078705013913,-23.41329559933512,-25.066811789706318,86.0,-0.5172651933701657,-0.4553679653679654,0.148598604863985,No,0.461246220538743,No,0.6038555,No,0.0920016,No,0.7099447513812155
XIAP,NM_001167,-25.12489867785921,-23.620280816744298,-23.413876584731632,-25.071915701624487,109.0,-0.4137735849056604,-0.34100386100386104,-0.20524949213001,No,-0.205816100165695,No,-0.167273224128107,No,-0.0136176379338679,No,0.6666666666666666
DENND4C,NM_001330640,-25.126298258213634,-23.620736383432888,-23.414038354008607,-25.07411109218793,111.0,-0.4957063711911357,-0.4414750542299349,-0.508455883469138,No,-0.35784843426989205,No,-0.464380325866479,No,-0.372117008594516,No,0.7202216066481995
SRBD1,NM_018079,-25.127168826393753,-23.622782716782915,-23.41512314276691,-25.075180039376825,79.0,-0.3763157894736842,-0.3044886363636364,-0.659730035747678,No,-0.37694583853704206,No,-0.393420909598853,No,0.135691593404352,No,0.631578947368421
SHPRH,NM_001042683,-25.127168826393753,-23.630005934643137,-23.416309622059988,-25.076376098818773,85.0,-0.4230075187969925,-0.4081963927855711,-0.574657367560667,No,-0.419892847207446,No,-0.3927058,No,-0.3092821,No,0.6215538847117794
ZNF844,NM_001136501,-25.12935302820859,-23.64080122228559,-23.41672046710564,-25.076376098818773,74.0,-0.3328,-0.3628363636363636,-0.185158433868841,No,-0.629661637958033,No,-0.4568468,No,-0.03187362,No,0.6
OSER1,NM_016470,-25.12938506665473,-23.641275425320405,-23.419543291863445,-25.07864624735332,99.0,-0.3985317460317461,-0.373125,-0.21316650528107897,No,0.22201900851078102,No,0.11193330000000001,No,0.5711641,No,0.6388888888888888
DYNC1I2,NM_001378,-25.13025049293116,-23.64180537889751,-23.42194936343252,-25.081149377571435,78.0,-0.3133771929824561,-0.2816768292682927,-0.7659265110583859,No,-0.10881781393783801,No,-0.0236785875327266,No,-0.0203232876975967,No,0.49122807017543857
CNST,NM_152609,-25.13058112609668,-23.641819488145426,-23.42263734750503,-25.08149119948555,71.0,-0.4423015873015873,-0.4094769874476987,0.0816565887990104,No,0.30590073938465395,No,0.4408815,No,0.5493302,No,0.6455026455026455
SLC35C2,NM_001281460,-25.13449502541781,-23.645202117579974,-23.42330322074801,-25.08149119948555,93.0,-0.3883456425406204,-0.39800514800514797,0.89824033127303,No,0.10356247724536698,No,0.5905680999999999,No,-0.32559920000000003,No,0.5819793205317577
RECQL5,NM_004259,-25.135948514045797,-23.645729775669786,-23.42375399894492,-25.08457286602296,81.0,-0.334,-0.31761538461538463,-0.0215183754684486,No,0.19462276195378603,No,0.12885739999999998,No,-0.3297377,No,0.525
USP42,NM_032172,-25.13653657639735,-23.647787725740642,-23.426520859355712,-25.087014497023834,95.0,-0.4963414634146341,-0.40914798206278025,0.0749620499147383,No,0.20038365994984803,No,0.3798419,No,0.31691679999999994,No,0.7723577235772358
DDX21,NM_001256910,-25.13813271586064,-23.648160854772353,-23.427178276950933,-25.089615278723887,80.0,-0.3616901408450705,-0.32931558935361216,-0.5214413316374029,No,-0.408440056037421,No,-0.4166512,No,-0.1991193,No,0.568075117370892
PLGRKT,NM_018465,-25.14040286439517,-23.651250638159933,-23.42819363345016,-25.096583948039985,89.0,-0.3855516014234875,-0.36304461942257216,0.128973346860934,No,-0.41397377887956605,No,-0.162015352223828,No,-0.11969980000000001,No,0.6192170818505338
DYNLT1,NM_006519,-25.14040286439517,-23.65388546183375,-23.42899248673369,-25.09758344837307,75.0,-0.462948717948718,-0.3586516853932584,-0.19558270175263098,No,0.22310349830073997,No,-0.08209965,No,0.5593155,No,0.7692307692307693
CCDC28A,NM_015439,-25.14040286439517,-23.655589039758528,-23.429316854211827,-25.10008657859119,71.0,-0.24954838709677415,-0.3318039215686274,-0.0487608826601307,No,0.742279335015396,No,1.0156875514735402,enrich,0.8980099646991471,No,0.5548387096774193
POLR2H,NM_001278699,-25.15104126260023,-23.655589039758528,-23.429821020076666,-25.10595169804359,87.0,-0.5187917737789203,-0.5009786898184688,0.24252351142021,No,-0.0601117677542065,No,-0.19597522047238503,No,0.0274893317226536,No,0.6726649528706083
FANCF,NM_022725,-25.15137189576575,-23.656150468464602,-23.4337828463097,-25.10805474824036,64.0,-0.25387096774193546,-0.29717557251908394,0.571939200091126,No,0.48231518075092605,No,0.5478025,No,-0.09691156,No,0.6129032258064516
NFE2L1,NM_003204,-25.15528579508689,-23.6599294950701,-23.436043904282727,-25.111342499918898,108.0,-0.3792319508448541,-0.37732356857523297,0.28881329744641,No,0.246607717599937,No,0.41270100000000004,No,0.24571759999999998,No,0.5576036866359447
